Date,Transaction Description,Category,Amount,Type,Month,Year,Day_of_Week,Is_Weekend,Cumulative_Monthly_Expense,Expense_Category_Ratio,Transaction_Type,Absolute_Amount
2020-10-16,Go consider century price.,Food & Drink,512.43,Expense,10,2020,Friday,False,21410.43,0.0032128604201089456,Income,512.43
2020-10-16,Scientist will begin.,Rent,1646.01,Expense,10,2020,Friday,False,23056.44,0.010155829333497209,Income,1646.01
2020-10-16,Heavy law church.,Rent,1158.27,Expense,10,2020,Friday,False,24214.71,0.007146489050558509,Income,1158.27
2020-10-18,Since nothing be apply.,Utilities,306.9,Expense,10,2020,Sunday,True,24521.61,0.0020901157954116476,Income,306.9
2020-10-19,Anyone bank kitchen interest parent.,Travel,179.51,Expense,10,2020,Monday,False,24701.12,0.0010590698557190626,Income,179.51
2020-10-23,Democratic mention generation.,Shopping,1216.57,Expense,10,2020,Friday,False,25917.69,0.008282705528124004,Income,1216.57
2020-10-24,Question or money.,Entertainment,1553.63,Expense,10,2020,Saturday,True,27471.32,0.010485776476799892,Income,1553.63
2020-10-26,Determine worker.,Salary,601.73,Expense,10,2020,Monday,False,28073.05,0.004037005492321384,Income,601.73
2020-10-27,Daughter war.,Shopping,617.71,Expense,10,2020,Tuesday,False,28690.76,0.0042055204647307425,Income,617.71
2020-10-27,Face build market.,Rent,1895.7,Expense,10,2020,Tuesday,False,30586.46,0.011696408689807874,Income,1895.7
2020-10-27,Can mouth discover.,Entertainment,536.65,Expense,10,2020,Tuesday,False,31123.11,0.003621964010912934,Income,536.65
2020-10-28,Author technology amount affect.,Investment,1923.0,Income,10,2020,Wednesday,False,33046.11,0.005293845594793697,Income,1923.0
2020-10-29,Office of remember individual.,Utilities,15.32,Expense,10,2020,Thursday,False,33061.43,0.00010433552944185872,Income,15.32
2020-10-30,Again foot soon peace.,Salary,589.61,Expense,10,2020,Friday,False,33651.04,0.003955692434027905,Income,589.61
2020-10-31,Join black.,Travel,1408.95,Expense,10,2020,Saturday,True,35059.99,0.008312497761770227,Income,1408.95
2020-11-01,Hundred bad that second develop.,Entertainment,1848.58,Expense,11,2020,Sunday,True,1848.58,0.012476456221547435,Income,1848.58
2020-11-01,Member box.,Entertainment,856.03,Expense,11,2020,Sunday,True,2704.6099999999997,0.00577752697710202,Income,856.03
2020-11-02,Town glass road.,Utilities,1817.74,Expense,11,2020,Monday,False,4522.35,0.012379560397365813,Income,1817.74
2020-11-04,Bill eight community.,Rent,128.68,Expense,11,2020,Wednesday,False,4651.03,0.000793951506147849,Income,128.68
2020-11-06,Concern significant.,Travel,883.92,Expense,11,2020,Friday,False,5534.95,0.0052149352507781955,Income,883.92
2020-11-07,Senior service large under.,Travel,1402.47,Expense,11,2020,Saturday,True,6937.42,0.008274267174810952,Income,1402.47
2020-11-09,Follow wife firm key light.,Salary,881.14,Expense,11,2020,Monday,False,7818.5599999999995,0.005911566681907275,Income,881.14
2020-11-10,Option goal avoid.,Shopping,1471.72,Expense,11,2020,Tuesday,False,9290.279999999999,0.010019829010949359,Income,1471.72
2020-11-10,Also hard expert popular.,Food & Drink,191.74,Expense,11,2020,Tuesday,False,9482.02,0.001202181482254531,Income,191.74
2020-11-12,Order his oil west school.,Food & Drink,1999.15,Expense,11,2020,Thursday,False,11481.17,0.012534375249030696,Income,1999.15
2020-11-12,Training occur could painting.,Travel,1156.73,Expense,11,2020,Thursday,False,12637.9,0.006824454761327567,Income,1156.73
2020-11-14,Whatever late specific.,Utilities,946.3,Expense,11,2020,Saturday,True,13584.2,0.00644469396284797,Income,946.3
2020-11-14,Mean common.,Travel,371.16,Expense,11,2020,Saturday,True,13955.36,0.0021897630641673853,Income,371.16
2020-11-14,Yard model particular hair.,Salary,1938.42,Expense,11,2020,Saturday,True,15893.78,0.01300485630835361,Income,1938.42
2020-11-14,Impact full our smile.,Shopping,673.28,Expense,11,2020,Saturday,True,16567.06,0.004583854589522453,Income,673.28
2020-11-15,Form newspaper.,Utilities,666.31,Expense,11,2020,Sunday,True,17233.37,0.00453784638527447,Income,666.31
2020-11-15,Edge surface who.,Travel,1328.54,Expense,11,2020,Sunday,True,18561.91,0.0078380962961228,Income,1328.54
2020-11-16,Bank professional true financial.,Food & Drink,915.1,Expense,11,2020,Monday,False,19477.01,0.005737541850480449,Income,915.1
2020-11-16,Organization visit finally.,Health & Fitness,240.68,Expense,11,2020,Monday,False,19717.69,0.0016576435702672686,Income,240.68
2020-11-17,Spend prove stock school.,Food & Drink,1318.74,Expense,11,2020,Tuesday,False,21036.43,0.008268305037594348,Income,1318.74
2020-11-20,Position interest.,Shopping,117.87,Expense,11,2020,Friday,False,21154.3,0.0008024877323951573,Income,117.87
2020-11-22,Guy congress.,Salary,1254.56,Expense,11,2020,Sunday,True,22408.86,0.008416840793124351,Income,1254.56
2020-11-23,Way main difficult case.,Entertainment,541.44,Expense,11,2020,Monday,False,22950.3,0.003654292730958165,Income,541.44
2020-11-25,Such big side.,Other,4089.0,Income,11,2020,Wednesday,False,27039.3,0.011026467296776194,Income,4089.0
2020-11-25,Product then.,Salary,251.64,Expense,11,2020,Wednesday,False,27290.94,0.001688252309321046,Income,251.64
2020-11-26,Heavy class story side speak.,Entertainment,1422.47,Expense,11,2020,Thursday,False,28713.41,0.009600549979694999,Income,1422.47
2020-11-27,Analysis hair rest wide.,Food & Drink,1108.98,Expense,11,2020,Friday,False,29822.39,0.00695314081668212,Income,1108.98
2020-11-27,Doctor dream whole six.,Investment,4280.0,Income,11,2020,Friday,False,34102.39,0.011782454053935009,Income,4280.0
2020-11-29,Question now key show.,Utilities,1001.77,Expense,11,2020,Sunday,True,35104.159999999996,0.006822467580220026,Income,1001.77
2020-12-01,Month whom stage soon.,Travel,836.83,Expense,12,2020,Tuesday,False,836.83,0.004937114519310252,Income,836.83
2020-12-05,Appear lose he.,Salary,495.02,Expense,12,2020,Saturday,True,1331.85,0.00332108829343548,Income,495.02
2020-12-05,Surface expect several evening town.,Shopping,389.31,Expense,12,2020,Saturday,True,1721.16,0.002650517511654863,Income,389.31
2020-12-06,Begin treat stage this.,Utilities,1729.41,Expense,12,2020,Sunday,True,3450.57,0.01177799660391938,Income,1729.41
2020-12-10,Apply maybe dog yes.,Shopping,686.35,Expense,12,2020,Thursday,False,4136.92,0.004672838339945841,Income,686.35
2020-12-10,Agreement us stuff.,Travel,1642.89,Expense,12,2020,Thursday,False,5779.81,0.009692692748383327,Income,1642.89
2020-12-11,Case expert stop.,Travel,1676.58,Expense,12,2020,Friday,False,7456.39,0.009891456401879929,Income,1676.58
2020-12-12,Large accept bad eight.,Salary,1731.87,Expense,12,2020,Saturday,True,9188.26,0.011619112728277857,Income,1731.87
2020-12-13,Vote participant institution simply down.,Salary,696.8,Expense,12,2020,Sunday,True,9885.06,0.004674829952054144,Income,696.8
2020-12-14,Draw police.,Shopping,916.14,Expense,12,2020,Monday,False,10801.2,0.00623730475232459,Income,916.14
2020-12-14,Book toward.,Entertainment,1961.74,Expense,12,2020,Monday,False,12762.94,0.013240196923075261,Income,1961.74
2020-12-16,Place offer.,Shopping,474.79,Expense,12,2020,Wednesday,False,13237.73,0.0032324862175608445,Income,474.79
2020-12-16,Investment pass drive.,Food & Drink,643.17,Expense,12,2020,Wednesday,False,13880.9,0.004032580911346858,Income,643.17
2020-12-16,Professor beat window.,Shopping,778.3,Expense,12,2020,Wednesday,False,14659.2,0.005298856385196835,Income,778.3
2020-12-18,Name skill medical after them.,Utilities,995.7,Expense,12,2020,Friday,False,15654.9,0.006781128372405922,Income,995.7
2020-12-18,Wonder effect administration small.,Other,1322.0,Income,12,2020,Friday,False,16976.9,0.003564927798077312,Income,1322.0
2020-12-20,Run pick sign.,Salary,208.43,Expense,12,2020,Sunday,True,17185.33,0.0013983564967087333,Income,208.43
2020-12-20,And national spend.,Food & Drink,1447.66,Expense,12,2020,Sunday,True,18632.99,0.00907661439762488,Income,1447.66
2020-12-22,Wonder long consider care.,Utilities,158.91,Expense,12,2020,Tuesday,False,18791.9,0.001082242753499071,Income,158.91
2020-12-23,Fall analysis.,Travel,683.74,Expense,12,2020,Wednesday,False,19475.64,0.004033916902397371,Income,683.74
2020-12-23,Firm financial.,Rent,1705.01,Expense,12,2020,Wednesday,False,21180.65,0.010519857456458998,Income,1705.01
2020-12-24,List already positive experience television.,Shopping,1908.74,Expense,12,2020,Thursday,False,23089.39,0.01299516784874805,Income,1908.74
2020-12-25,Event son join hundred.,Salary,1746.04,Expense,12,2020,Friday,False,24835.43,0.011714179232899854,Income,1746.04
2020-12-26,Fund cost reality happen.,Investment,2423.0,Income,12,2020,Saturday,True,27258.43,0.006670300507636572,Income,2423.0
2020-12-28,Song risk bad.,Travel,1994.88,Expense,12,2020,Monday,False,29253.31,0.011769356992796189,Income,1994.88
2020-12-30,Family bill foreign fast knowledge.,Shopping,1956.89,Expense,12,2020,Wednesday,False,31210.2,0.013322984802297102,Income,1956.89
2020-12-31,Ready goal amount.,Rent,892.92,Expense,12,2020,Thursday,False,32103.12,0.005509287992458325,Income,892.92
2021-01-01,Your ever woman way avoid.,Food & Drink,101.52,Expense,1,2021,Friday,False,101.52,0.0006365154066886407,Income,101.52
2021-01-06,Message seek civil all.,Travel,723.34,Expense,1,2021,Wednesday,False,824.86,0.004267548267148498,Income,723.34
2021-01-06,Call door.,Entertainment,1067.02,Expense,1,2021,Wednesday,False,1891.88,0.0072015429775912024,Income,1067.02
2021-01-08,Him note painting quickly.,Utilities,348.27,Expense,1,2021,Friday,False,2240.15,0.0023718625873835595,Income,348.27
2021-01-10,Know baby case happen.,Other,2472.0,Income,1,2021,Sunday,True,4712.15,0.006666037456011434,Income,2472.0
2021-01-10,Economic box save.,Utilities,472.06,Expense,1,2021,Sunday,True,5184.21,0.0032149236310916336,Income,472.06
2021-01-11,Hit no energy employee land.,Salary,518.1,Expense,1,2021,Monday,False,5702.31,0.0034759319720999607,Income,518.1
2021-01-12,Customer career available common.,Other,2856.0,Income,1,2021,Tuesday,False,8558.310000000001,0.007701538420052044,Income,2856.0
2021-01-13,Specific whose.,Utilities,156.99,Expense,1,2021,Wednesday,False,8715.300000000001,0.001069166760253094,Income,156.99
2021-01-13,Remember nearly face feel.,Travel,1281.49,Expense,1,2021,Wednesday,False,9996.79,0.007560511555932381,Income,1281.49
2021-01-14,Soldier meeting building.,Travel,919.1,Expense,1,2021,Thursday,False,10915.890000000001,0.005422489579362657,Income,919.1
2021-01-14,Door management guess.,Shopping,1708.14,Expense,1,2021,Thursday,False,12624.03,0.011629434081729567,Income,1708.14
2021-01-15,Level work candidate this.,Other,3440.0,Income,1,2021,Friday,False,16064.03,0.009276362802863806,Income,3440.0
2021-01-15,Huge response long.,Travel,53.66,Expense,1,2021,Friday,False,16117.69,0.000316582298801654,Income,53.66
2021-01-17,Statement available win politics.,Shopping,556.22,Expense,1,2021,Sunday,True,16673.91,0.0037868815348505508,Income,556.22
2021-01-17,Quite general there sister.,Food & Drink,1822.13,Expense,1,2021,Sunday,True,18496.04,0.011424485992805093,Income,1822.13
2021-01-19,Item treat area.,Travel,1553.72,Expense,1,2021,Tuesday,False,20049.760000000002,0.00916660919295762,Income,1553.72
2021-01-20,Check clearly follow remember generation.,Health & Fitness,445.82,Expense,1,2021,Wednesday,False,20495.58,0.0030705112867564967,Income,445.82
2021-01-24,Suffer economy play.,Other,1620.0,Income,1,2021,Sunday,True,22115.58,0.004368519692046328,Income,1620.0
2021-01-26,By field move.,Food & Drink,624.78,Expense,1,2021,Tuesday,False,22740.36,0.003917278327333816,Income,624.78
2021-01-27,Option oil commercial.,Health & Fitness,1467.4,Expense,1,2021,Wednesday,False,24207.760000000002,0.0101064740527264,Income,1467.4
2021-01-27,American tell ball we side.,Other,3176.0,Income,1,2021,Wednesday,False,27383.760000000002,0.008564455890085887,Income,3176.0
2021-01-27,Short indicate police.,Utilities,409.58,Expense,1,2021,Wednesday,False,27793.34,0.002789409017545463,Income,409.58
2021-01-27,Nation politics few each southern.,Health & Fitness,1066.4,Expense,1,2021,Wednesday,False,28859.74,0.007344653080160443,Income,1066.4
2021-01-29,Law read citizen.,Utilities,521.37,Expense,1,2021,Friday,False,29381.11,0.00355074510346618,Income,521.37
2021-02-02,Less future century technology.,Salary,1935.09,Expense,2,2021,Tuesday,False,1935.09,0.01298251534431753,Income,1935.09
2021-02-05,Wish candidate have no.,Health & Fitness,1610.42,Expense,2,2021,Friday,False,3545.51,0.011091500575161272,Income,1610.42
2021-02-05,Letter environment easy.,Rent,290.11,Expense,2,2021,Friday,False,3835.62,0.0017899694703804201,Income,290.11
2021-02-08,Face his.,Shopping,1934.87,Expense,2,2021,Monday,False,5770.49,0.013173067267153796,Income,1934.87
2021-02-08,While total spend.,Health & Fitness,189.7,Expense,2,2021,Monday,False,5960.19,0.0013065272780442947,Income,189.7
2021-02-09,Couple city you level.,Travel,1077.78,Expense,2,2021,Tuesday,False,7037.969999999999,0.006358666977309851,Income,1077.78
2021-02-09,Age war measure whom.,Travel,1173.27,Expense,2,2021,Tuesday,False,8211.24,0.006922037154584729,Income,1173.27
2021-02-11,Good anything manager think pressure.,Health & Fitness,225.61,Expense,2,2021,Thursday,False,8436.85,0.0015538514454379196,Income,225.61
2021-02-11,Mr suggest issue.,Food & Drink,1242.9,Expense,2,2021,Thursday,False,9679.75,0.007792799438271392,Income,1242.9
2021-02-13,Shake hand hundred now.,Health & Fitness,1831.36,Expense,2,2021,Saturday,True,11511.11,0.012613188170370054,Income,1831.36
2021-02-16,Network available mean share.,Rent,1274.45,Expense,2,2021,Tuesday,False,12785.56,0.007863315954383946,Income,1274.45
2021-02-18,Quite budget window hour some.,Travel,1301.99,Expense,2,2021,Thursday,False,14087.55,0.007681457085664657,Income,1301.99
2021-02-19,Voice sense current meeting matter.,Investment,804.0,Income,2,2021,Friday,False,14891.55,0.002213339499851343,Income,804.0
2021-02-20,Case four.,Salary,241.08,Expense,2,2021,Saturday,True,15132.63,0.0016174052882336584,Income,241.08
2021-02-21,Lead paper middle foreign party.,Utilities,783.41,Expense,2,2021,Sunday,True,15916.04,0.005335345765016092,Income,783.41
2021-02-23,Wrong school federal from.,Shopping,1178.81,Expense,2,2021,Tuesday,False,17094.85,0.00802562623080288,Income,1178.81
2021-02-24,Majority none little admit former.,Shopping,1313.29,Expense,2,2021,Wednesday,False,18408.14,0.00894119889774528,Income,1313.29
2021-02-27,On someone rise read.,Shopping,1878.72,Expense,2,2021,Saturday,True,20286.86,0.012790784360782471,Income,1878.72
2021-02-28,Listen whose situation simply officer.,Health & Fitness,442.37,Expense,2,2021,Sunday,True,20729.23,0.003046749984124695,Income,442.37
2021-03-02,Lose modern return simple herself.,Entertainment,1712.35,Expense,3,2021,Tuesday,False,1712.35,0.011557011225355003,Income,1712.35
2021-03-02,Occur red.,Other,4960.0,Income,3,2021,Tuesday,False,6672.35,0.013375220785524559,Income,4960.0
2021-03-02,Kid industry.,Health & Fitness,130.49,Expense,3,2021,Tuesday,False,6802.84,0.0008987282262098051,Income,130.49
2021-03-04,Improve simple turn.,Rent,1898.53,Expense,3,2021,Thursday,False,8701.37,0.011713869699773668,Income,1898.53
2021-03-05,Million night your.,Rent,1328.91,Expense,3,2021,Friday,False,10030.28,0.008199332421782234,Income,1328.91
2021-03-05,Heavy what least mouth national.,Food & Drink,110.65,Expense,3,2021,Friday,False,10140.93,0.0006937591582948986,Income,110.65
2021-03-07,Machine whatever everything fear walk.,Utilities,1576.09,Expense,3,2021,Sunday,True,11717.02,0.010733824059922919,Income,1576.09
2021-03-07,Relate real major.,Entertainment,1176.9,Expense,3,2021,Sunday,True,12893.92,0.007943146267480541,Income,1176.9
2021-03-08,Night various return explain.,Entertainment,663.83,Expense,3,2021,Monday,False,13557.75,0.004480328648773564,Income,663.83
2021-03-09,Here woman stand west source.,Investment,2771.0,Income,3,2021,Tuesday,False,16328.75,0.007628313126975213,Income,2771.0
2021-03-09,Explain research.,Utilities,1975.18,Expense,3,2021,Tuesday,False,18303.93,0.013451791843535935,Income,1975.18
2021-03-10,Pretty section degree still.,Utilities,228.75,Expense,3,2021,Wednesday,False,18532.68,0.001557882007821487,Income,228.75
2021-03-12,Receive case past only drug.,Utilities,39.57,Expense,3,2021,Friday,False,18572.25,0.0002694880483038087,Income,39.57
2021-03-15,Point appear including.,Entertainment,1181.82,Expense,3,2021,Monday,False,19754.07,0.007976352384938271,Income,1181.82
2021-03-15,Race case.,Other,929.0,Income,3,2021,Monday,False,20683.07,0.002505157280191999,Income,929.0
2021-03-16,Imagine various there.,Other,4809.0,Income,3,2021,Tuesday,False,25492.07,0.01296803160435234,Income,4809.0
2021-03-16,Sense expert experience.,Investment,4401.0,Income,3,2021,Tuesday,False,29893.07,0.012115556142842985,Income,4401.0
2021-03-17,Present discussion.,Health & Fitness,1031.34,Expense,3,2021,Wednesday,False,30924.41,0.007103183146748565,Income,1031.34
2021-03-17,Individual study value.,Investment,855.0,Income,3,2021,Wednesday,False,31779.41,0.0023537379009613162,Income,855.0
2021-03-18,Small control see the.,Travel,921.5,Expense,3,2021,Thursday,False,32700.91,0.00543664905601424,Income,921.5
2021-03-19,Across nothing.,Food & Drink,1997.19,Expense,3,2021,Friday,False,34698.1,0.01252208633849967,Income,1997.19
2021-03-20,Expect writer myself management.,Shopping,1375.33,Expense,3,2021,Saturday,True,36073.43,0.009363582361882002,Income,1375.33
2021-03-21,Life cover both class.,Salary,156.25,Expense,3,2021,Sunday,True,36229.68,0.0010482809701613952,Income,156.25
